Complaint ID,Product,Issue,Sub-issue,Consumer complaint narrative
23908486,Debt collection,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,"I am stressed and concerned because Midland Credit Management continues contacting me despite my previous written request to cease communication. I mailed Midland a cease communication notice on XX/XX/XXXX, which USPS shows was delivered on XX/XX/XXXX. Despite my written request, Midland continued collection activity and sent a pre-legal notice dated XX/XX/XXXX. Then, on XX/XX/XXXX, I received a collection call stating that a lawsuit would be filed if I did not call back. I dispute this alleged debt and request that Midland provide documentation supporting the amount claimed and its authority to collect this specific account. I also want Midland to explain why it continued calling me after receiving my written cease communication request and whether a lawsuit had actually been approved or referred to an XXXX when the XX/XX/XXXX statement was made. The continued calls and threats of litigation have caused me significant stress. I am asking that Midland respect my written request, stop calling me to the extent required by law, investigate my dispute, and provide a meaningful written response."
24403939,Debt collection,Took or threatened to take negative or legal action,Threatened to sue you for very old debt,"In 2014, I took out a loan from CashCall with a principal amount of {$5000.00}. That principal was fully paid. However, CashCall claimed that with interest and fees, the balance had grown to more than {$35000.00}. The interest rate was extremely high and would now be considered illegal under XXXX later consumerprotection laws regarding loansharking and excessive interest rates. CashCall sued me in California and obtained a judgment, but California determined that CashCalls loan program fell into a category of unlawful lending practices. Because of this, CashCall was prohibited from collecting on the judgment. Despite that prohibition, CashCall later sold or transferred the account to XXXX XXXX XXXX and XXXX XXXX XXXX XXXX XXXX XXXX. This debt is now more than XXXX XXXX XXXX. I am XXXX XXXX XXXX and on Social Security XXXX. I am being contacted about a debt that was already found to be uncollectible under California law due to CashCalls illegal lending practices. I am requesting CFPB assistance because a thirdparty collector is attempting to collect a debt that should not be collectible."
23953394,Debt collection,Attempts to collect debt not owed,Debt was result of identity theft,IC SYSTEM INC is falsely reporting on my credit. I have never had any accounts with them. Per my research XXXX is a debt collector. They are falsely reporting on my credit!! Account number is XXXX XXXX XXXX XXXX XXXX is falsely reporting to my credit file and is against my rights and fair credit act. Under U.S Code 1618d - Disclosure of investigation consumer report ; you are in violation.
24524886,Debt collection,False statements or representation,Attempted to collect wrong amount,"I am filing a formal regulatory complaint against debt collector CB1, Inc. for severe statutory violations of the Fair Debt Collection Practices Act ( FDCPA ), XXXX XXXX. XXXX, and state consumer protection laws. On XX/XX/year>, I sent a timely, written Debt Validation Request to CB1 via XXXX XXXX Mail. Official postal records and a signed domestic return card prove CB1 accepted my dispute, and a postal postmark establishes it was processed at their local Billings distribution hub on XX/XX/year>. Under XXXX XXXX. XXXX ( b ), a debt collector must cease all collection efforts and litigation activities upon receipt of a consumer 's written dispute until the debt collector mails verification to the consumer. Rather than honoring this mandatory federal freeze, CB1s legal counsel signed a civil lawsuit complaint against me on XX/XX/year>, and actively filed it in court on XX/XX/year>. CB1 did not mail out my debt verification response packet until XX/XX/XXXX, XXXX full weeks after initiating active litigation. Furthermore, CB1 has utilized fraudulent, back-dated, and chronologically impossible billing documentation to sue me for an inflated principal balance of {$290.00} on a clinic account where the original creditor 's own ledger explicitly shows internal adjustments reduced my patient responsibility line to {$0.00}. CB1 has also initiated illegal collection actions and a lawsuit on a separate hospital account that was fully covered by my active XXXX of Montana ACA XXXX XXXX on the date of service, which is legally uncollectible under state billing regulations. I request a formal administrative investigation into CB1s deceptive litigation timelines, billing ledger integrity, and debt collection licensing status in the XXXX of Montana."
24166274,Debt collection,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,This company is violating my rights they have not provided validation Information Under 12 CFR 1006.34 ( b ) ( 5 ) yet they have placed a collection on your consumer report recently. I have made a previous attempt to fix these issues directly with them. I do not have an account with them and do not owe them monies. They are violating my rights and I am entitled to {$1000.00} for every violation listed. They either pay me or delete these accounts ASAP.
23815177,Debt collection,Attempts to collect debt not owed,Debt is not yours,"To whom it may concern, Please note that this is not a refusal to pay off the account but a notice sent as per the Fair Debt Collection Practices Act ( F.D.C.P.A. ), 15 U.S.C. S 1692 ( G ) Section 809 ( B ). This notice states that your claim is disputed and validation of the account is required. This notice is not a request for verification of the account or proof of my mailing address but a request for validation made pursuant to the F D.C.P A. laws. I humbly request that your agency/ office sends me valid proof of claim that I am legally obligated to pay you. Please provide me with the below mentioned items XXXX XXXX The amount you claim the respondent owes you XXXX An explanation showing me how you have computed the amount. XXXX Copies of any documents that prove I agreed to pay the alleged amount XXXX The identity of the original creditor XXXX Confirmation that the account has not crossed the statute of limitation ( XXXX ) period XXXX Evidence that you are a licensed debt collector XXXX Evidence of your license numbers and your registered agent. XXXX Chain of Title of ownership of the debt * XXXX & XXXX XXXX"
24702088,Debt collection,False statements or representation,Attempted to collect wrong amount,"XXXX XXXX XXXX XXXX, they need to remove this asap"
23975040,Debt collection,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,"Timeline of Unwanted Contact by XXXX XXXX XXXX ABC Fitness On XX/XX/year>, at XXXX XXXX, I sent a formal cease and desist letter via email to XXXX XXXX requesting that all communication regarding my account cease. My membership & My Wifes had already been canceled, and I made it clear that I no longer wished to be contacted. Despite this written request, the unwanted communications continued. I received contact on XX/XX/year>, at XXXX XXXX, and again on XX/XX/year>, at XXXX XXXX. In addition, I have continued to receive repeated phone calls from before my cease and desist request through the present. The most recent call occurred on Monday, XX/XX/year>, and the unwanted communications are still ongoing. I have repeatedly requested that XXXX XXXX stop contacting me, yet the calls and communications have continued despite my written demand. I consider this to be continued unwanted and harassing communication after I clearly revoked my consent to be contacted."
23960172,Debt collection,Attempts to collect debt not owed,Debt was result of identity theft,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XX/XX/year> Allied Interstate LLC XXXX XXXX XXXX XXXX XXXX XXXX Re : Identity Theft Dispute and Demand to Cease Collection Reference No. : XXXX Alleged Creditor : XXXX XXXX XXXX Original Creditor : XXXX / XXXX XXXX To Whom It May Concern : I am writing in response to your collection notice dated XX/XX/year>, regarding the above-referenced account. I dispute this alleged debt in its entirety. This account resulted from identity theft and is not my legal obligation. Enclosed is a copy of my Federal Trade Commission Identity Theft Report ( FTC Report No. XXXX ), which identifies the fraudulent XXXX account among the accounts opened through identity theft. In addition, this account was previously removed from my consumer credit reports as part of my identity theft claim. Despite that, I have now received collection efforts from Allied Interstate on behalf of XXXX XXXX XXXX. Because this account is the result of identity theft, I request that you immediately : Cease all collection activity on this account. Mark the account as disputed due to identity theft. Provide the complete chain of assignment showing how XXXX XXXX XXXX acquired this specific account from XXXX XXXX XXXX Provide copies of any application, agreement, signatures, or other evidence that you contend establishes that I opened or authorized this account. Provide documentation demonstrating that Allied Interstate has legal authority to collect this alleged debt. Confirm in writing that no further collection efforts will be made unless and until you possess competent evidence that I am legally responsible for this account. Please also preserve all records related to this account, including communications, account notes, assignment records, and any documents relied upon in determining that I owe this alleged debt. Any future communication should be in writing only at the address above or by email at : XXXX If you determine that this debt resulted from identity theft, I request written confirmation that your file has been closed and that no further collection activity will occur. Thank you for your prompt attention to this matter. Respectfully, XXXX XXXX XXXX Enclosures : FTC Identity Theft Report No. XXXX XXXX of Allied Interstate collection notice Any documentation showing the account 's prior deletion from your credit reports ( if available )"
24207014,Debt collection,Attempts to collect debt not owed,Debt is not yours,The information within the debt collection agency seems to be inaccurate and also I have no knowledge of owing the company who is trying to collect a debt
24639191,Debt collection,Written notification about debt,Didn't receive enough information to verify debt,"XXXX XXXX Account Number XXXX Im unaware of this account and did I have the opportunity to dispute this account. If you believe you provided proper notification, please provide certified mail with receipt displaying my signature. If not, please delete account as soon as possible from my report or I will have to take legal action."
23789089,Debt collection,Written notification about debt,Didn't receive enough information to verify debt,"Im writing to file a complaint against PORTFOLIO RECOVERY ASSOCIATES , LLC for violating my consumer rights under 12 CFR 1006.34 and 15 USC 1681-s2 ( 7 ) ( A ). Theyve added an inaccurate account to my consumer report without giving me the required validation info, as outlined in 12 CFR 1006.34 ( b ) ( 5 ). On top of that, I havent been given a chance to dispute the account, which Im entitled to under 12 CFR 1006.34 ( c ) ( 4 ) ( i ). Overall, their actions are not only against federal regulations but also misleading and deceptive."
23967210,Debt collection,Written notification about debt,Didn't receive enough information to verify debt,"I am writing to formally file a complaint against Midland Credit Management , Inc. for violating my consumer rights under 12 CFR 1006.34 and 15 USC 1681-s2 ( 7 ) ( A ). To be specific, Midland Credit Management has placed an inaccurate account on my credit report without providing any validation information, which is required under 12 CFR 1006.34 ( b ) ( 5 ). Additionally, I have not been given the opportunity to dispute this account, even though that is my right under 12 CFR 1006.34 ( c ) ( 4 ) ( i ). In my view, these actions go beyond mere regulatory oversightsthey amount to false, misleading, and deceptive practices. I respectfully urge you to review this matter thoroughly and take appropriate corrective action. I would appreciate your timely response and a fair resolution to this issue."
23896698,Debt collection,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,I spoke to a representative today named XXXX. I told her that I wanted the escalation of my balance taken off my credit report. Net Credit was being paid and I told them that I needed smaller payment arrangements instead of them continuing to give me up to XXXX due dates at once. I almost lost my car insurance and apartment because my employer changed their pay cycles from biweekly to weekly. I only was getting paid XXXX a week. Net Credit unfairly told me that they would escalate my total debt regardless
23970951,Debt collection,Attempts to collect debt not owed,Debt is not yours,"Under the Fair Credit Reporting Act, 15 U.S.C. 1681g I have the right to demand that you disclose to me all of the documents that you have recorded and retained in your file at the time of this request concerning the accounts that you are reporting in my credit report."
24662117,Debt collection,Attempts to collect debt not owed,Debt is not yours,"I am not liable for this debt with these following companies. I do not have a contract with these companies, They did not provide me with the original contract as i requested."
24383812,Debt collection,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,"This company is breaking the law by failing to provide proper validation details as required under 12 CFR 1006.34 ( b ) ( 5 ). Despite this, theyve re added a collection to my report for each validation I am entitled {$1000.00}. They must either compensate me or remove these account immediately"
